ledger_id,invoice_id,ledger_date,ledger_amount,customer_name,payment_mode,bank_reference,bank_date,bank_amount,amount_score,date_score,reference_score,reference_applicable,party_score,transaction_type_score,narration_score,base_score,ambiguity_penalty,confidence,status,score_explanation,reason
LED0123,INV-2026-0123,2026-07-16,17226.0,Decathlon Retail,wallet,ICICI28957550,2026-07-17,1108.75,0.0,22.5,,False,0.0,5.0,2.0,29.5,6.0,23.5,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type partially compatible (score: 5.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 29.50%, Second: 27.50% (margin: 2.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0124,INV-2026-0124,2026-07-16,37840.0,CultFit Health Pvt Ltd,upi,SBIN86588639,2026-08-11,35952.0,20.25,0.0,,False,0.0,10.0,2.0,32.25,10.0,22.25,REVIEW,"Partial amount match (score: 20.25/45). Date mismatch or out of range. Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 32.25%, Second: 32.25% (margin: 0.00% < 5% threshold). Human review required to resolve ambiguity.",Partial amount match. Date mismatch. Reference n/a (ledger). Manual review recommended.
LED0125,INV-2026-0125,2026-07-16,146850.0,Lenskart Retail,card,ICICI28957550,2026-07-17,1108.75,0.0,22.5,,False,0.0,6.0,2.0,30.5,4.0,26.5,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type partially compatible (score: 6.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 30.50%, Second: 27.50% (margin: 3.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0126,INV-2026-0126,2026-07-17,6578.0,Nykaa E-Retail Pvt Ltd,upi,INDB43263910,2026-07-19,1162.5,0.0,25.0,,False,0.0,3.0,2.0,30.0,5.0,25.0,REVIEW,"Amount mismatch. Exact date match. Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 30.00%, Second: 27.50% (margin: 2.50% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Exact date. Reference n/a (ledger). Manual review recommended.
LED0127,INV-2026-0127,2026-07-17,20416.5,Furlenco Rentals,emi,ICICI28957550,2026-07-17,1108.75,0.0,25.0,,False,0.0,5.0,2.0,32.0,6.0,26.0,REVIEW,"Amount mismatch. Exact date match. Customer name not found in bank narration. Transaction type partially compatible (score: 5.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 32.00%, Second: 30.00% (margin: 2.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Exact date. Reference n/a (ledger). Manual review recommended.
LED0128,INV-2026-0128,2026-07-17,47475.0,Apollo 24x7,wallet,ICICI28957550,2026-07-17,1108.75,0.0,25.0,,False,0.0,5.0,2.0,32.0,6.0,26.0,REVIEW,"Amount mismatch. Exact date match. Customer name not found in bank narration. Transaction type partially compatible (score: 5.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 32.00%, Second: 30.00% (margin: 2.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Exact date. Reference n/a (ledger). Manual review recommended.
LED0129,INV-2026-0129,2026-07-17,1185.0,Myntra India,upi,INDB43263910,2026-07-19,1162.5,31.5,25.0,,False,0.0,3.0,2.0,61.5,0.0,61.5,REVIEW,"Amount is close (score: 31.5/45). Exact date match. Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 61.50%, below the 80% auto-match threshold.",Amount is close. Exact date. Reference n/a (ledger). Manual review recommended.
LED0130,INV-2026-0130,2026-07-17,7473.6,RazorpayX Services,card,ICICI28957550,2026-07-17,1108.75,0.0,25.0,,False,0.0,6.0,2.0,33.0,4.0,29.0,REVIEW,"Amount mismatch. Exact date match. Customer name not found in bank narration. Transaction type partially compatible (score: 6.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 33.00%, Second: 30.00% (margin: 3.00% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Exact date. Reference n/a (ledger). Manual review recommended.
LED0131,INV-2026-0131,2026-07-18,22386.0,Zepto Commerce Pvt Ltd,netbanking,ICICI28957550,2026-07-17,1108.75,0.0,25.0,,False,0.0,10.0,2.0,37.0,0.0,37.0,REVIEW,"Amount mismatch. Exact date match. Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 37.00%, below the 80% auto-match threshold.",Amount mismatch. Exact date. Reference n/a (ledger). Manual review recommended.
LED0132,INV-2026-0132,2026-07-18,48350.0,Tata Cliq Digital,upi,INDB43263910,2026-07-19,1162.5,0.0,25.0,,False,0.0,3.0,2.0,30.0,5.0,25.0,REVIEW,"Amount mismatch. Exact date match. Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 30.00%, Second: 27.50% (margin: 2.50% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Exact date. Reference n/a (ledger). Manual review recommended.
LED0133,INV-2026-0133,2026-07-18,1756.8,Boat Labs,netbanking,ICICI28957550,2026-07-17,1108.75,0.0,25.0,,False,0.0,10.0,2.0,37.0,0.0,37.0,REVIEW,"Amount mismatch. Exact date match. Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 37.00%, below the 80% auto-match threshold.",Amount mismatch. Exact date. Reference n/a (ledger). Manual review recommended.
LED0134,INV-2026-0134,2026-07-18,8780.5,Pepperfry Home,upi,INDB43263910,2026-07-19,1162.5,0.0,25.0,,False,0.0,3.0,2.0,30.0,5.0,25.0,REVIEW,"Amount mismatch. Exact date match. Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 30.00%, Second: 27.50% (margin: 2.50% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Exact date. Reference n/a (ledger). Manual review recommended.
LED0135,INV-2026-0135,2026-07-18,23805.0,PhonePe Commerce,upi,AXIS59066016,2026-08-07,23725.0,38.25,0.0,,False,0.0,3.0,2.0,43.25,0.0,43.25,REVIEW,"Amount is close (score: 38.25/45). Date mismatch or out of range. Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 43.25%, below the 80% auto-match threshold.",Amount is close. Date mismatch. Reference n/a (ledger). Manual review recommended.
LED0136,INV-2026-0136,2026-07-20,53845.0,EaseMyTrip Travel,wallet,SBIN90104065,2026-07-20,12000.0,0.0,25.0,,False,0.0,3.0,2.0,30.0,9.0,21.0,REVIEW,"Amount mismatch. Exact date match. Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 30.00%, Second: 29.50% (margin: 0.50% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Exact date. Reference n/a (ledger). Manual review recommended.
LED0137,INV-2026-0137,2026-07-20,2423.25,IKEA Retail India,card,ICICI28957550,2026-07-17,1108.75,0.0,22.5,,False,0.0,6.0,2.0,30.5,9.0,21.5,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type partially compatible (score: 6.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 30.50%, Second: 30.00% (margin: 0.50% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0138,INV-2026-0138,2026-07-20,8758.4,Flipkart Internet Pvt Ltd,wallet,SBIN90104065,2026-07-20,12000.0,0.0,25.0,,False,0.0,3.0,2.0,30.0,9.0,21.0,REVIEW,"Amount mismatch. Exact date match. Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 30.00%, Second: 29.50% (margin: 0.50% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Exact date. Reference n/a (ledger). Manual review recommended.
LED0139,INV-2026-0139,2026-07-20,25512.0,BookMyShow Pvt Ltd,netbanking,ICICI28957550,2026-07-17,1108.75,0.0,22.5,,False,0.0,10.0,2.0,34.5,1.0,33.5,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 34.50%, Second: 30.00% (margin: 4.50% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0140,INV-2026-0140,2026-07-20,56580.0,Decathlon Sports India,wallet,SBIN90104065,2026-07-20,12000.0,0.0,25.0,,False,0.0,3.0,2.0,30.0,9.0,21.0,REVIEW,"Amount mismatch. Exact date match. Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 30.00%, Second: 29.50% (margin: 0.50% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Exact date. Reference n/a (ledger). Manual review recommended.
LED0141,INV-2026-0141,2026-07-21,2598.75,Big Basket India,upi,SBIN90104065,2026-07-20,12000.0,0.0,22.5,,False,0.0,3.0,2.0,27.5,2.5,25.0,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 27.50%, Second: 23.75% (margin: 3.75% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0142,INV-2026-0142,2026-07-21,10626.0,Lenskart Solutions,upi,SBIN90104065,2026-07-20,12000.0,0.0,22.5,,False,0.0,3.0,2.0,27.5,2.5,25.0,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 27.50%, Second: 23.75% (margin: 3.75% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0143,INV-2026-0143,2026-07-21,26575.0,PB Fintech,card,AXIS85820598,2026-06-24,26375.0,38.25,0.0,,False,0.0,3.0,2.0,43.25,0.0,43.25,REVIEW,"Amount is close (score: 38.25/45). Date mismatch or out of range. Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 43.25%, below the 80% auto-match threshold.",Amount is close. Date mismatch. Reference n/a (ledger). Manual review recommended.
LED0144,INV-2026-0144,2026-07-21,61165.0,Furlenco Furniture,card,SBIN90104065,2026-07-20,12000.0,0.0,22.5,,False,0.0,3.0,2.0,27.5,8.5,19.0,REVIEW,"Amount mismatch. Date is close (score: 22.5/25). Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 27.50%, Second: 26.75% (margin: 0.75% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0145,INV-2026-0145,2026-07-21,3168.0,PharmEasy Labs,netbanking,ICICI28957550,2026-07-17,1108.75,0.0,18.75,,False,0.0,10.0,2.0,30.75,3.5,27.25,REVIEW,"Amount mismatch. Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Multiple competing candidates. Top: 30.75%, Second: 27.50% (margin: 3.25% < 5% threshold). Human review required to resolve ambiguity.",Amount mismatch. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0146,INV-2026-0146,2026-07-22,11074.5,Myntra Designs Pvt Ltd,upi,SBIN90104065,2026-07-20,12000.0,9.0,18.75,,False,0.0,3.0,2.0,32.75,0.0,32.75,REVIEW,"Partial amount match (score: 9.0/45). Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 32.75%, below the 80% auto-match threshold.",Partial amount match. Date within tolerance. Reference n/a (ledger). Manual review recommended.
LED0147,INV-2026-0147,2026-07-22,26262.5,Nykaa Retail,card,AXIS85820598,2026-06-24,26375.0,38.25,0.0,,False,0.0,3.0,2.0,43.25,0.0,43.25,REVIEW,"Amount is close (score: 38.25/45). Date mismatch or out of range. Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 43.25%, below the 80% auto-match threshold.",Amount is close. Date mismatch. Reference n/a (ledger). Manual review recommended.
LED0148,INV-2026-0148,2026-07-22,73570.0,Zepto Marketplace,upi,INDB91319678,2026-07-10,72225.0,31.5,1.25,,False,0.0,10.0,2.0,44.75,0.0,44.75,REVIEW,"Amount is close (score: 31.5/45). Date within tolerance (score: 1.25/25). Customer name not found in bank narration. Transaction type matches. Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 44.75%, below the 80% auto-match threshold.",Amount is close. Date is distant. Reference n/a (ledger). Manual review recommended.
LED0150,INV-2026-0150,2026-07-22,12312.5,Boat Lifestyle Pvt Ltd,card,SBIN90104065,2026-07-20,12000.0,20.25,18.75,,False,0.0,3.0,2.0,44.0,0.0,44.0,REVIEW,"Partial amount match (score: 20.25/45). Date is close (score: 18.75/25). Customer name not found in bank narration. Transaction type partially compatible (score: 3.0/10). Reference/UTR: Not applicable for ledger reconciliation. Best candidate scored 44.00%, below the 80% auto-match threshold.",Partial amount match. Date within tolerance. Reference n/a (ledger). Manual review recommended.
